,artist_name,artist_id,track_name,track_id,popularity,artist_popularity,genres,followers,danceability,energy,loudness,instrumentalness,valence,tempo,is_edm
114,Tyler Childers,13ZEDW6vyBF12HYcZRr4EV,In Your Love,1olWQ1LOUYs4VBwx5N8Lz9,79,78,"['kentucky indie', 'kentucky roots', 'outlaw country']",2039270,0.534,0.409,-9.559,0.000656,0.243,127.357,not_edm
115,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,Watch This - ARIZONATEARS Pluggnb Remix,0FA4wrjDJvJTTU8AepZTup,84,85,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",15966883,0.686,0.897,-7.18,0.103,0.355,129.975,not_edm
116,Odetari,7ITMCzIU9uII8gwRg8JAhc,GOOD LOYAL THOTS,06tNJ27nVxbDwhiQMChWyr,84,80,"['sigilkore', 'sped up']",1215176,0.585,0.86,-5.274,0.000142,0.607,146.441,not_edm
117,Bailey Zimmerman,3win9vGIxFfBRag9S63wwf,Fall In Love,0rCFRyEy4WXjRXNpO80Dzs,80,74,"['contemporary country', 'modern country pop']",661828,0.524,0.643,-6.055,0.0,0.397,135.962,not_edm
118,Doechii,4E2rKHVDssGJm2SCDOMMJB,What It Is (Solo Version),73RbfOTJIjHzi2pcVHjeHM,88,73,['alternative r&b'],342582,0.74,0.758,-5.851,1.44e-06,0.757,171.925,not_edm
119,Oscar Maydon,3l9G1G9MxH6DaRhwLklaf5,Fin de Semana,6TBzRwnX2oYd8aOrOuyK1p,87,74,"['corrido', 'corridos tumbados', 'sierreno']",590743,0.699,0.541,-4.943,0.0,0.365,98.395,not_edm
120,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,Moonlight,2i2gDpKKWjvnRTOZRhaPh2,87,84,['colombian pop'],5351392,0.639,0.723,-6.462,0.0,0.878,136.872,not_edm
121,Tainy,0GM7qgcRCORpGnfcN2tCiB,MOJABI GHOST,4eMKD8MRroxCqugpsxCCNb,89,80,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",1710348,0.805,0.707,-3.758,3.71e-05,0.744,122.014,not_edm
122,Sexyy Red,3DbwFQlvLxRSi2uX8mf81A,SkeeYee,7icwQvajsokotDfM3tefW6,80,70,['trap queen'],217460,0.739,0.536,-10.843,0.0,0.64,82.549,not_edm
123,Lil Durk,3hcs9uc56yIGFCSy9leWe7,Stand By Me (feat. Morgan Wallen),1fXnu2HzxbDtoyvFPWG3Bw,80,82,"['chicago drill', 'chicago rap', 'drill', 'hip hop', 'rap', 'trap']",6263740,0.756,0.582,-7.726,0.0,0.605,134.07,not_edm
124,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,You’re Gonna Go Far,4nHJcUtNSUVjXRnjdP29Bk,80,82,"['pov: indie', 'singer-songwriter pop']",1313751,0.59,0.36,-9.643,0.0,0.379,169.909,not_edm
125,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,White Horse,7MSWxMumjz6lHj7oRApNbg,80,79,"['contemporary country', 'outlaw country']",6180998,0.353,0.77,-11.066,0.598,0.224,145.225,not_edm
126,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Jake's Piano - Long Island,2pUYbyOIOSfDfsnCR3KceZ,78,89,"['classic oklahoma country', 'modern country pop']",2262988,0.435,0.401,-7.885,0.000676,0.0911,84.001,not_edm
127,Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy,58BWnoFDNaeM0vwA0K3fqb,90,82,['k-pop'],6644898,0.629,0.733,-5.445,0.0,0.362,120.001,not_edm
128,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Sarah's Place (feat. Noah Kahan),1fvC3CmNAbsx0V9ULMU8NB,74,89,"['classic oklahoma country', 'modern country pop']",2262988,0.576,0.683,-5.103,0.0,0.433,151.566,not_edm
129,Kaliii,1YRqgFNXqRyMDRr8ClS1NL,Area Codes,7sliFe6W30tPBPh6dvZsIH,82,67,"['rap', 'viral rap']",212690,0.823,0.388,-10.867,0.0,0.507,154.569,not_edm
130,Young Thug,50co4Is1HCEo8bhOyUWKpn,Oh U Went (feat. Drake),7qLr3HMApUbyDkUvgIvHnB,81,84,"['atl hip hop', 'atl trap', 'gangster rap', 'melodic rap', 'rap', 'trap']",8974226,0.808,0.789,-5.88,0.0,0.465,136.01,not_edm
131,Troye Sivan,3WGpXCj9YhhfX11TToZcXP,Rush,3xIMkM5LgbVDkpO74O3Np3,88,77,"['australian pop', 'pop', 'viral pop']",7907210,0.742,0.839,-7.614,4.2e-05,0.346,126.03,not_edm
132,NLE Choppa,0ErzCpIMyLcjPiwT4elrtZ,It's Getting Hot,4lMyi03aRk8nPBLLGyqAVz,82,79,"['memphis hip hop', 'rap']",6808339,0.908,0.757,-3.889,0.0,0.577,106.031,not_edm
133,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Tradesman,6Otmq7JokHh38wKSqUimcS,78,89,"['classic oklahoma country', 'modern country pop']",2262988,0.533,0.389,-8.428,0.0012,0.164,76.77,not_edm
134,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,K-POP,5L3ecxQnQ9qTBmnLQiwf0C,87,93,"['hip hop', 'rap', 'slap house']",24421243,0.814,0.618,-5.614,3.34e-06,0.535,121.075,not_edm
135,Eden Muñoz,1gJdf4Yybu4X5A2xYV3NMV,Abcdario,0qCPD6ilr9nXkI4KVZgcns,85,77,"['corrido', 'sierreno']",652335,0.703,0.429,-9.076,1.48e-06,0.416,129.034,not_edm
136,Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,Last Time I Saw You,79DPYZ6x8FfzgSgPoPhpC3,82,86,"['hip pop', 'pop', 'queens hip hop', 'rap']",29781839,0.847,0.434,-6.474,0.0673,0.293,129.967,not_edm
137,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,BIPOLAR,3wlIAXSDtlD9iU8ysld06Z,85,93,"['corridos tumbados', 'sad sierreno']",7723690,0.776,0.701,-5.223,0.0,0.603,112.032,not_edm
138,NewJeans,6HvZYsbFfjnjFrWF950C9d,ETA,56v8WEnGzLByGsDAXDiv4d,87,83,"['k-pop', 'k-pop girl group']",5478120,0.812,0.749,-6.389,0.0,0.841,134.971,not_edm
139,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,One Thing At A Time,1rXq0uoV4KTgRN64jXzIxo,79,87,['contemporary country'],7260552,0.613,0.914,-5.153,2.21e-06,0.916,141.978,not_edm
140,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,HYAENA,0hL9gOw6XBWsygEUcVjxEc,84,93,"['hip hop', 'rap', 'slap house']",24421243,0.608,0.754,-5.277,0.0,0.455,97.071,not_edm
141,Odetari,7ITMCzIU9uII8gwRg8JAhc,LOOK DON’T TOUCH (w/ cade clair),7E9kejvFw8NDfuu4y3hqkp,84,80,"['sigilkore', 'sped up']",1215176,0.684,0.701,-11.994,0.135,0.498,124.969,not_edm
142,That Mexican OT,3BAgmPNIK5IJl7zMK1wvMA,Johnny Dang (with Paul Wall & DRODi),1kwPxt35W7cG3rryxR48PO,78,72,['texas latin rap'],380637,0.971,0.671,-5.26,0.0,0.754,119.965,not_edm
143,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,THANK GOD,1PH2MDbcBAU094DlgTIND1,85,93,"['hip hop', 'rap', 'slap house']",24421243,0.657,0.553,-7.08,0.0,0.576,134.925,not_edm
144,Sam Barber,08GfvCW09pv2QP4y9sle2a,Straight and Narrow,40vKwNlXXKUmQMGceAoEpy,80,66,['modern country pop'],180668,0.427,0.278,-8.83,2.22e-05,0.374,85.633,not_edm
145,Megan Moroney,5Ppie0uPnbnvGBYRwYmlt0,Tennessee Orange,6DLbBlGIOjjEj0dNN25zhZ,78,67,['modern country pop'],157257,0.38,0.488,-6.637,7.23e-06,0.268,156.031,not_edm
146,El Alfa,2oQX8QiMXOyuqbcZEFsZfm,PLEBADA,7uSLF2yhpjLlYBLtyPX3Lb,83,77,"['dembow', 'rap dominicano', 'trap latino', 'urbano latino']",3124272,0.847,0.988,-0.517,0.000942,0.699,115.057,not_edm
147,Tory Lanez,2jku7tDXc6XoB6MO2hFuqg,Hurts Me,0RBw4ODUQPO4cuAOZtBGga,83,80,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']",6020820,0.553,0.786,-5.477,0.0,0.673,149.968,not_edm
148,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Fear and Friday's (Poem),44IXD2J5yyr7PpOZzz2cmQ,78,89,"['classic oklahoma country', 'modern country pop']",2262988,0.6,0.41,-10.788,0.0,0.312,104.337,not_edm
149,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Used To Be Young,0Nfh4u0J4bajcyp5pzaWCx,84,85,['pop'],22312182,0.451,0.632,-3.843,0.0,0.455,147.06,not_edm
150,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,Let The Light In (feat. Father John Misty),4qG7hWhljsqqENL5PaLA2z,82,90,"['art pop', 'pop']",28429585,0.327,0.452,-9.726,0.00332,0.202,132.427,not_edm
151,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Turks & Caicos (feat. 21 Savage),3kfhS2L56Wj8fBcu7xE47H,78,81,['florida rap'],5559324,0.544,0.496,-12.032,0.0,0.314,103.148,not_edm
152,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Oklahoman Son,4ueTr01dkL360w1knfh21C,77,89,"['classic oklahoma country', 'modern country pop']",2262988,0.635,0.114,-12.176,6.35e-06,0.0998,72.401,not_edm
153,Ice Spice,3LZZPxNDGDFVSIPqf4JuEf,Princess Diana (with Nicki Minaj),0ZxhtATQ0a6EvQNZ0z6NKV,82,80,['bronx drill'],2071946,0.898,0.676,-5.196,0.0,0.742,147.991,not_edm
154,Ryan Castro,7j6DKwmjbxvpQO8h914uEz,QUEMA,2hn2zOA2XFlv6DSmesylrL,88,79,"['reggaeton', 'trap colombiano', 'trap latino', 'urbano latino']",1867988,0.791,0.892,-2.58,0.000355,0.916,97.008,not_edm
155,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,Seven (feat. Latto) (Clean Ver.),5Avril3IZ26DPVFHbJX8o6,91,86,['k-pop'],10116680,0.776,0.831,-3.975,0.0,0.891,124.986,not_edm
156,$uicideboy$,1VPmR4DJC1PlOtd0IADAO0,Not Even Ghosts Are This Empty,7rzNKooM3JrKVT40fR22HI,79,85,"['cloud rap', 'dark trap', 'new orleans rap', 'underground hip hop']",6083671,0.759,0.706,-6.063,1.52e-05,0.355,145.064,not_edm
157,Becky G,4obzFoKoKRHIphyHzJ35G3,CHANEL,5RcxRGvmYai7kpFSfxe5GY,83,78,"['latin pop', 'latin viral pop', 'rap latina', 'reggaeton', 'trap latino', 'urbano latino']",13963000,0.852,0.675,-5.738,0.00317,0.528,132.005,not_edm
158,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,’98 Braves,3oZ6dlSfCE9gZ55MGPJctc,78,87,['contemporary country'],7260552,0.488,0.67,-5.759,0.00022,0.484,142.139,not_edm
159,Jimin,1oSPZhvZMIrWW5I41kPkkY,Like Crazy (English Version),0u8rZGtXJrLtiSe34FPjGG,85,82,['k-pop'],6644898,0.623,0.755,-5.386,0.0,0.32,119.957,not_edm
160,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),76gcXhY3Zv6wW0BTe9nHJo,82,93,"['hip hop', 'rap', 'slap house']",24421243,0.65,0.659,-6.522,0.00772,0.154,76.985,not_edm
161,Jason Aldean,3FfvYsEGaIb52QPXhg4DcH,Try That In A Small Town,4ROknQyR1wOGPfmpTtB3z4,77,73,"['contemporary country', 'country', 'country road', 'modern country rock']",6389143,0.459,0.861,-3.762,5.38e-06,0.333,145.842,not_edm
162,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Back To December (Taylor's Version),79uDOz0zuuWS7HWxzMmTa2,84,100,['pop'],88128009,0.497,0.635,-3.927,0.0,0.203,142.063,not_edm
163,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,Boys Of Faith (feat. Bon Iver),4Zj2uX6ApCFK9XzjwIhCIr,70,89,"['classic oklahoma country', 'modern country pop']",2262988,0.302,0.584,-6.242,5.22e-05,0.159,199.804,not_edm
164,Peggy Gou,2mLA48B366zkELXYx7hcDN,(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,92,74,"['electra', 'float house']",776715,0.671,0.876,-5.681,0.188,0.964,129.998,not_edm
165,41,0yknvLWQZxwsMjhUhwWZQ8,Bent,6ulEymrJ2Azx1uo3YHSE5w,79,61,['new york drill'],49876,0.862,0.621,-7.423,0.0,0.239,124.081,not_edm
166,Ivan Cornejo,6PH3FLQAxtqYy46Zv08bpV,Aquí Te Espero,33vrRiIiut4rOFmkgorJD6,79,74,['sad sierreno'],1730167,0.54,0.307,-10.663,5.72e-06,0.249,92.886,not_edm
167,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,VVS,3B0swL7Qil9bB7eKzBREBK,82,93,"['corridos tumbados', 'sad sierreno']",7723690,0.632,0.729,-3.066,0.0,0.862,110.238,not_edm
168,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,NUEVA VIDA,4Nf5EZ40JenjMUKXOiyRU5,83,93,"['corridos tumbados', 'sad sierreno']",7723690,0.639,0.676,-7.376,0.00059,0.852,179.971,not_edm
169,V,3JsHnjpbhX4SnySpvpa9DK,Love Me Again,2N0SPREDYqILVEFSsWF5N5,91,84,"['j-division', 'korean ost']",15473152,0.633,0.607,-6.182,1.38e-06,0.363,74.029,not_edm
170,Tyler Hubbard,3BEV5FcxOtkQJ7lLRKMh3V,Dancin’ In The Country,2KtGiBi5CrX2ERPD2PAS34,78,65,"['contemporary country', 'modern country pop']",91097,0.657,0.871,-4.614,0.0,0.532,114.974,not_edm
171,Young Nudy,5yPzzu25VzEk8qrGTLIrE1,Peaches & Eggplants (feat. 21 Savage),1KUZ33cOqk3X4Ezk0aZnVp,78,72,"['pluggnb', 'rap', 'trap']",1315391,0.911,0.536,-7.884,3.73e-06,0.584,146.014,not_edm
172,Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs,Sunroof,5YqEzk3C5c3UZ1D5fJUlXA,85,68,['singer-songwriter pop'],186421,0.768,0.714,-5.11,0.0,0.842,131.443,not_edm
173,Odetari,7ITMCzIU9uII8gwRg8JAhc,NARCISSISTIC PERSONALITY DISORDER,6lDJ0CkQ6LdQv5EUQ39rpg,82,80,"['sigilkore', 'sped up']",1215176,0.504,0.91,-3.736,4.16e-06,0.337,151.657,not_edm
174,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Mine (Taylor's Version),7G0gBu6nLdhFDPRLc0HdDG,83,100,['pop'],88128009,0.646,0.783,-2.846,1.38e-06,0.49,121.08,not_edm
175,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,BESO,609E1JCInJncactoMmkDon,90,81,"['latin viral pop', 'pop', 'r&b en espanol']",7932555,0.768,0.644,-6.671,0.000837,0.53,95.05,not_edm
176,Dylan Gossett,4H4M0Y4cN39zIVDHvdW53x,Coal,5cI23aJ66Gw2a4N8l4dGYw,79,61,[],65738,0.566,0.184,-11.508,0.0,0.418,97.1,not_edm
177,KAROL G,790FomKkXshlbRYZFtlgla,MI EX TENÍA RAZÓN,7mLPSkAJraASgNk6ywyTkp,85,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.634,0.725,-4.88,0.0,0.845,159.898,not_edm
178,Carin Leon,66ihevNkSYNzRAl44dx6jJ,Primera Cita,4mGrWfDISjNjgeQnH1B8IE,89,85,"['corrido', 'musica mexicana', 'sad sierreno', 'sierreno']",8093038,0.544,0.396,-7.804,6.17e-05,0.502,157.939,not_edm
179,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,MODERN JAM (feat. Teezo Touchdown),3KCNiDi9Pza6ZD8FggNoaw,82,93,"['hip hop', 'rap', 'slap house']",24421243,0.517,0.539,-6.474,1.4e-05,0.531,108.984,not_edm
180,KAROL G,790FomKkXshlbRYZFtlgla,MI EX TENÍA RAZÓN,54zcJnb3tp9c5OVKREZ1Is,88,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.634,0.725,-4.945,0.0,0.795,159.845,not_edm
181,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,PRC,2mpoNBkngUEwnaKoBhZ0vl,84,93,"['corridos tumbados', 'sad sierreno']",7723690,0.784,0.826,-6.34,7.09e-05,0.893,138.078,not_edm
182,Grupo Frontera,6XkjpgcEsYab502Vr1bBeW,EL AMOR DE SU VIDA,0O3U5iwTbiXCREMkvotJuN,87,86,['musica chihuahuense'],1926163,0.616,0.834,-3.069,0.0,0.746,151.701,not_edm
183,Drake,3TVXtAsR1Inumwj472S9r4,On The Radar Freestyle,1L0OmJV0LnPDWuHCIGmBV6,82,95,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",80505877,0.615,0.632,-8.539,0.0,0.194,150.126,not_edm
184,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,Used To Be Young,41WQUSINanQHfhfKpFDsms,84,85,['pop'],22312182,0.451,0.632,-3.843,0.0,0.455,147.06,not_edm
185,Cody Johnson,6zLBxLdl60ekBLpawtT63I,The Painter,6UoKX6uLJwhsnyTp5k5StP,76,73,"['classic texas country', 'contemporary country']",957993,0.512,0.709,-5.766,4.25e-06,0.261,97.981,not_edm
186,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,SKITZO (feat. Young Thug),0bkV1iQHSxBaksUqgEkcbc,81,93,"['hip hop', 'rap', 'slap house']",24421243,0.472,0.551,-7.219,0.0,0.347,83.25,not_edm
187,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Hits Different,3xYJScVfxByb61dYHTwiby,82,100,['pop'],88128009,0.672,0.782,-6.499,4.73e-06,0.239,106.026,not_edm
188,NewJeans,6HvZYsbFfjnjFrWF950C9d,Cool With You,02wk5BttM0QL38ERjLPQJB,85,83,"['k-pop', 'k-pop girl group']",5478120,0.752,0.65,-6.683,0.00136,0.532,134.993,not_edm
189,ZWE1HVNDXR,33rnQWadiG2aauIwIxPxfB,LOVELY BASTARDS,0EqczV3o6fwksegAavIHpX,85,67,[],29577,0.613,0.81,-6.16,0.899,0.686,150.251,not_edm
190,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,What My World Spins Around,6vjZxvzdAeHp7jv3R398Xm,77,73,"['contemporary country', 'country road']",1037554,0.686,0.733,-6.483,0.0,0.7,124.882,not_edm
191,Natanael Cano,0elWFr7TW8piilVRYJUe4P,Mi Bello Angel,4t46soaqA758rbukTO5pp1,86,86,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",8764701,0.807,0.665,-6.961,0.0,0.864,127.909,not_edm
192,Eslabon Armado,0XeEobZplHxzM9QzFQWLiR,Así Lo Quiso Dios,6X5WZbJzXtk6aO03HlxuZ9,82,80,"['corrido', 'corridos tumbados', 'sad sierreno', 'sierreno']",4776064,0.698,0.664,-4.027,0.0,0.747,144.981,not_edm
193,Peso Pluma,12GqGscKJx3aE4t07u7eVZ,Bye,6n2P81rPk2RTzwnNNgFOdb,82,93,"['corridos tumbados', 'sad sierreno']",7723690,0.782,0.812,-6.613,0.00045,0.7,122.063,not_edm
194,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,SIRENS,7LSpFCvRZZot2AlmkUzy9k,82,93,"['hip hop', 'rap', 'slap house']",24421243,0.588,0.88,-6.117,0.000167,0.242,96.003,not_edm
195,NewJeans,6HvZYsbFfjnjFrWF950C9d,OMG,65FftemJ1DbbZ45DUfHJXE,87,83,"['k-pop', 'k-pop girl group']",5478120,0.804,0.771,-4.067,3.07e-06,0.739,126.956,not_edm
196,NewJeans,6HvZYsbFfjnjFrWF950C9d,New Jeans,6rdkCkjk6D12xRpdMXy0I2,85,83,"['k-pop', 'k-pop girl group']",5478120,0.807,0.721,-6.211,0.00216,0.532,134.014,not_edm
197,Offset,4DdkRBBYG6Yk9Ka8tdJ9BW,JEALOUSY (feat. Cardi B),73S4fsK22WH929PLFNYgOj,78,78,"['atl hip hop', 'pop rap', 'rap', 'trap']",2973345,0.926,0.577,-6.805,0.0,0.304,134.383,not_edm
198,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,Muñekita (with El Alfa & JT),4PzxlHzDM3bDafkHjg1XCX,83,84,['colombian pop'],5351392,0.673,0.82,-3.473,0.000615,0.524,111.955,not_edm
199,Jhayco,6nVcHLIgY5pE2YCl8ubca1,Holanda,6irysuQyZWd7Bjj7ePiOs2,92,84,"['reggaeton', 'trap latino', 'urbano latino']",6779428,0.831,0.759,-3.627,0.0,0.244,107.961,not_edm
200,Warren Zeiders,7kplJl06UmldxLKseURAYi,Pretty Little Poison,2gT2iF1YK5r54A2PDEXVv8,76,67,['modern country pop'],461221,0.518,0.557,-4.839,2.46e-06,0.216,111.865,not_edm
201,Bad Gyal,4F4pp8NUW08JuXwnoxglpN,Chulo pt.2,0J9g1MMJDhyvOb3NWckHMm,90,75,"['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol']",1137292,0.852,0.881,-2.546,6.44e-06,0.556,96.984,not_edm
202,Nate Smith,4NYMUsIcUUsBHbV9DICa5x,World on Fire,5ya0TmUQw2wHMkq36rPsnd,76,65,['modern country pop'],221483,0.461,0.887,-4.871,0.0,0.411,95.964,not_edm
203,Dylan Scott,78YqeIji3mgAS2K1Maca6x,This Town's Been Too Good To Us,6vsa5VDsIaWC8oJnowU65l,76,66,"['contemporary country', 'country', 'country road', 'modern country rock']",1502981,0.696,0.555,-7.035,0.0,0.577,104.989,not_edm
204,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)",39MK3d3fonIP8Mz9oHCTBB,81,87,['rap'],5714412,0.611,0.483,-6.216,0.0,0.204,145.983,not_edm
205,Old Dominion,6y8XlgIV8BLlIg1tT1R10i,Memory Lane,5kB6WithhB8Iv08EMNmAbt,76,70,"['contemporary country', 'country', 'country road', 'modern country rock']",1413452,0.645,0.8,-4.272,1.12e-05,0.375,118.977,not_edm
206,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",5rurggqwwudn9clMdcchxT,83,87,['rap'],5714412,0.631,0.535,-7.836,0.0,0.22,140.127,not_edm
207,Yahritza Y Su Esencia,51ZSh80McCt7vbqHouzW0A,Frágil,4JdSXF2p71cr8uCY3UiJM0,87,71,['sad sierreno'],719561,0.605,0.726,-4.515,0.0,0.393,149.918,not_edm
208,Don Toliver,4Gso3d4CscCijv0lmajZWs,Private Landing (feat. Justin Bieber & Future),52NGJPcLUzQq5w7uv4e5gf,79,81,"['pop rap', 'rap', 'trap']",3283083,0.843,0.669,-4.105,1.28e-05,0.435,136.979,not_edm
209,Junior H,7Gi6gjaWy3DxyilpF1a8Is,El Tsurito,1piak4R3yW4otWWyaSqyCH,84,88,"['corrido', 'corridos tumbados', 'musica mexicana', 'sad sierreno', 'sierreno']",10448281,0.662,0.801,-6.397,0.0,0.827,114.922,not_edm
210,Taylor Swift,06HL4z0CvFAxyc27GXpf02,Better Than Revenge (Taylor's Version),0NwGC0v03ysCYINtg6ns58,82,100,['pop'],88128009,0.496,0.885,-2.969,0.0,0.665,145.863,not_edm
211,Jordan Davis,77kULmXAQ6vWer7IIHdGzI,Next Thing You Know,39OclE5hZematADrdfaWvE,77,73,"['contemporary country', 'country road']",1037554,0.549,0.608,-8.253,0.0,0.399,78.534,not_edm
212,Eladio Carrion,5XJDexmWFLWOkjOEjOVX3e,Coco Chanel,0PB0O24JqAuNdOAFVJljMS,87,83,"['trap boricua', 'trap latino', 'trap triste', 'urbano latino']",5043243,0.683,0.764,-5.995,0.0,0.137,149.949,not_edm
213,KAROL G,790FomKkXshlbRYZFtlgla,OKI DOKI,601dhwn8qc31FrSlMu5wEf,83,91,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",40230068,0.835,0.753,-4.167,0.000186,0.583,105.982,not_edm
214,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Gun,15sNe8FD178zMsVz6ug0AS,77,89,"['dance pop', 'pop']",26574094,0.885,0.576,-7.17,0.000235,0.805,76.004,not_edm
215,Sam Hunt,2kucQ9jQwuD8jWdtR9Ef38,Outskirts,2E0bqoMlIb2xmFyZHRjtzK,76,70,"['contemporary country', 'country', 'country pop', 'modern country rock']",2320924,0.552,0.774,-3.685,0.0,0.194,75.07,not_edm
216,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),0AAMnNeIc6CdnfNU85GwCH,80,87,['rap'],5714412,0.775,0.298,-9.351,0.000233,0.0472,120.091,not_edm
217,Metro Boomin,0iEtIxbK0KxaSlF7G42ZOp,"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",6Ec5LeRzkisa5KJtwLfOoW,83,87,['rap'],5714412,0.599,0.526,-7.812,0.00256,0.134,90.018,not_edm
218,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,GOD'S COUNTRY,04WxWo7XeVyx22xEsrWRUb,82,93,"['hip hop', 'rap', 'slap house']",24421243,0.624,0.65,-5.819,1.21e-05,0.138,150.048,not_edm
219,RAYE,5KKpBU5eC2tJDzf0wmlRp2,Escapism.,5mHdCZtVyb4DcJw8799hZp,85,79,"['uk contemporary r&b', 'uk pop']",1012460,0.538,0.742,-5.355,4.67e-05,0.25,96.107,not_edm
220,Paul Russell,4zoRNhOhsGX3w8yBAnFSQ8,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,81,64,['indie r&b'],121392,0.85,0.699,-3.292,0.0,0.915,114.481,not_edm
221,David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,90,87,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",26725202,0.602,0.91,-3.404,0.000174,0.228,127.944,edm
222,Polo G,6AgTAQt8XS6jRWi4sX7w49,Barely Holdin' On,7kSBvPr9it26XjylB5LJkx,79,81,"['chicago rap', 'rap']",10155195,0.722,0.579,-6.339,0.0,0.544,157.001,not_edm
223,SUICIDAL-IDOL,6KOszWgIriJLaPOySuBOTI,ecstacy (slowed),1JgknGBbrfmEHeOZH051SS,84,67,['scenecore'],30949,0.551,0.677,-7.311,0.0,0.195,106.414,not_edm
224,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Demons,1xemKSmCnH59ze3KX5wwgH,80,89,"['dance pop', 'pop']",26574094,0.821,0.341,-5.915,0.00746,0.344,139.885,not_edm
225,SZA,7tYKF4w9nC0nq9CsPZTHyP,Snooze (Acoustic) (feat. Justin Bieber),5YABYtKx9qa56vBjlXDbmw,81,89,"['pop', 'r&b', 'rap']",15000802,0.462,0.331,-8.794,0.0,0.604,141.364,not_edm
226,Chino Pacas,2rmkQLzj0k4nZdQehOUByO,Dijeron Que No La Iba Lograr,7dR09k1an5JEq7ch0Y5hvV,81,77,['corrido'],749084,0.703,0.791,-6.792,0.0,0.759,142.219,not_edm
227,Rod Wave,45TgXXqMDdF8BkjA83OM7z,Great Gatsby,4M68xjcc42oxyphhzpOWXS,75,81,['florida rap'],5559324,0.67,0.555,-9.12,6.36e-06,0.16,156.937,not_edm
