,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,key,mode,type
691,0.694,0.815,-6.415,0.0358,0.626,6.55e-06,0.121,0.943,157.869,1oZqJaE23GEn4SOFQcnTPB,211397,3,8.0,1.0,audio_features
692,0.712,0.734,-4.91,0.0238,0.382,0.000173,0.0932,0.745,95.996,6UW10CbMTvqciT3X3Ldeox,246295,4,8.0,1.0,audio_features
693,0.594,0.844,-3.855,0.269,0.0264,0,0.109,0.752,141.514,4as0bvI0a6VSgjWObsvwhi,124712,4,9.0,0.0,audio_features
694,0.63,0.695,-5.74,0.0592,0.00417,0,0.117,0.115,139.959,302EsF6DE70LfngVNLlqo5,173195,4,4.0,0.0,audio_features
695,0.782,0.747,-3.408,0.0473,0.0356,0,0.174,0.644,119.993,4ix1NGkHZEiVyzoQ6cEVs3,229627,4,10.0,0.0,audio_features
696,0.56,0.832,-6.432,0.0363,0.00953,0.00541,0.546,0.0818,126.0,4qDpLaFGf5ampf2DXD2TMA,236000,4,9.0,0.0,audio_features
697,0.783,0.729,-3.549,0.0691,0.0492,0.000272,0.1,0.58,167.968,4FAKtPVycI4DxoOHC01YqD,216148,4,6.0,0.0,audio_features
698,0.722,0.588,-6.027,0.038,0.0527,0,0.455,0.636,87.876,2lqHosXoRrzxh42th6Mi7a,160752,4,8.0,1.0,audio_features
699,0.786,0.698,-4.697,0.0976,0.0175,0,0.194,0.168,154.954,293QwzG48nRXlqk5lGDUbw,142452,4,1.0,1.0,audio_features
700,0.617,0.589,-5.978,0.0345,0.0268,0,0.378,0.566,92.991,5IAESfJjmOYu7cHyX557kz,229953,4,7.0,1.0,audio_features
701,0.429,0.822,-7.071,0.0455,0.00318,7.58e-06,0.559,0.29,148.3,4mMEvkDeY56be4l7Itb5aZ,117529,4,8.0,1.0,audio_features
702,0.955,0.516,-10.501,0.33,0.332,0,0.189,0.694,119.926,6RGH7mvHffrBcHuW60vgZB,125858,4,11.0,0.0,audio_features
703,0.637,0.377,-11.913,0.0625,0.114,0.000714,0.109,0.314,128.01,4qulzmZFfKLVcfpGXXCP9H,178879,4,5.0,0.0,audio_features
704,0.726,0.505,-12.065,0.0702,0.0962,0,0.106,0.335,75.97,5VXGNoY8O9qRJUYMciPTfc,166579,4,5.0,0.0,audio_features
705,0.818,0.666,-5.319,0.0759,0.343,0,0.0922,0.529,93.95,3XjvMZqm2AQ8thMCD6w9w2,199149,4,11.0,1.0,audio_features
706,0.644,0.711,-4.934,0.377,0.632,1.91e-05,0.0898,0.381,128.225,0BFQC00Y58JtjMyTXOJazO,173005,4,0.0,0.0,audio_features
707,0.469,0.894,-6.341,0.0428,0.00024,0.000194,0.125,0.456,81.377,1A7qPfbcyRVEdcZiwTFhZI,209416,4,8.0,1.0,audio_features
708,0.676,0.461,-3.59,0.0304,0.555,0,0.0951,0.466,107.95,3gdPwk2wyOXNRnTA1KXnEr,210880,4,3.0,1.0,audio_features
709,0.247,0.869,-4.781,0.0958,0.000184,1.41e-06,0.404,0.25,202.792,1JjiTsqfpfMoukoIW9cM5O,126897,5,6.0,0.0,audio_features
710,0.739,0.502,-12.087,0.0687,0.097,0,0.106,0.314,152.056,3DcfXXPsVIjU1UgY0YBtAM,166579,4,10.0,1.0,audio_features
711,0.593,0.446,-7.776,0.0266,0.283,0,0.119,0.168,102.057,5Hfnps0jaWFpYg55WOPexG,211251,4,0.0,0.0,audio_features
712,0.475,0.606,-4.906,0.03,0.0995,0.0171,0.0931,0.303,123.009,7u2iWRkkz8GBYFe4apxVBl,206138,3,5.0,1.0,audio_features
713,0.614,0.71,-5.244,0.276,0.114,0,0.452,0.292,78.933,6p1j9OP2IBdzR5tgtyJk10,182792,4,8.0,1.0,audio_features
714,0.439,0.652,-7.158,0.0847,0.177,5.17e-05,0.121,0.471,79.942,4LesrBswFnLcHmwDslst1q,233173,4,1.0,1.0,audio_features
715,0.662,0.398,-6.691,0.0275,0.716,0,0.111,0.468,107.001,4sx6NRwL6Ol3V6m9exwGlQ,145850,4,11.0,0.0,audio_features
716,0.731,0.622,-8.237,0.0979,0.176,0,0.153,0.445,82.494,0qa1qa4OCFCfgiNYLjMzCH,198034,4,5.0,1.0,audio_features
717,0.722,0.622,-5.674,0.0734,0.0261,0,0.109,0.458,91.957,4Yrt54xR4T8PPOZ7yf9kyT,164973,4,2.0,0.0,audio_features
718,0.743,0.367,-11.729,0.0335,0.907,0.0983,0.172,0.26,115.947,3oELxRDbAzyvOodhd5FQzB,153103,4,3.0,1.0,audio_features
719,0.67,0.457,-10.651,0.173,0.585,0,0.105,0.228,142.135,18y43ozfWR9sp5vaD9cEqe,191915,4,9.0,0.0,audio_features
720,0.387,0.94,-3.018,0.146,0.000352,3.18e-06,0.628,0.456,167.91,19vHgVS1aukRiQWhTqfKnE,164791,4,7.0,1.0,audio_features
721,0.671,0.845,-4.93,0.048,0.0207,0,0.329,0.775,110.056,11C4y2Yz1XbHmaQwO06s9f,176579,4,11.0,0.0,audio_features
722,0.534,0.466,-6.98,0.0272,0.277,0,0.0979,0.23,140.0,49GYvCcvMQq1SY3f7Y347h,277660,4,6.0,1.0,audio_features
723,0.909,0.564,-7.483,0.31,0.0107,0,0.109,0.548,146.94,0zbGWzQkLY5wn4xyiLYEi0,192508,4,2.0,1.0,audio_features
724,0.646,0.605,-7.59,0.188,0.0636,0,0.253,0.309,90.156,67OuG8NBDeKLkXWnsMFCki,141213,3,0.0,1.0,audio_features
725,0.724,0.578,-7.117,0.0819,0.632,1.06e-06,0.0943,0.757,167.985,0QRHOAeU8JRaVVn3UoZBih,211879,4,10.0,1.0,audio_features
726,0.777,0.841,-4.641,0.0407,0.312,7.58e-05,0.0706,0.901,133.007,7Lkxvfl2rkNYWS4kBDCQtN,155173,3,9.0,0.0,audio_features
727,0.487,0.515,-11.767,0.19,0.633,0.176,0.111,0.35,156.738,2Rlso2ZNV0PaWwUYeeBYxx,248928,4,4.0,0.0,audio_features
728,0.467,0.908,-4.164,0.0511,0.0419,0,0.277,0.459,160.036,2neydrTb5GVPRHNNmW0iPP,195488,4,11.0,0.0,audio_features
729,0.481,0.797,-4.094,0.201,0.404,0,0.368,0.495,96.237,410ZZP746AQeiywhKvXWCo,206050,3,6.0,0.0,audio_features
730,0.645,0.803,-4.223,0.227,0.085,0,0.101,0.314,89.499,7EiUtdeoWcKqLi5ELZCjYf,163072,4,1.0,1.0,audio_features
731,0.933,0.533,-8.0,0.0585,0.027,0.00416,0.118,0.552,140.991,032UZ3KVrzII6AE9Abnj7z,197493,4,5.0,0.0,audio_features
732,0.728,0.912,-2.55,0.167,0.0458,0,0.102,0.808,120.044,4MTNimMDRyFZv37Thcktwa,205133,4,11.0,0.0,audio_features
733,0.587,0.924,-5.433,0.0457,0.0311,0.0171,0.23,0.509,140.009,22dUzMFttcR3uU17NcOAIv,179162,4,11.0,0.0,audio_features
734,0.858,0.83,-3.261,0.0891,0.0258,0,0.11,0.891,108.048,0TaaG2kxjzSjVbmmiiSZEa,202046,4,1.0,1.0,audio_features
735,0.723,0.59,-7.688,0.0341,0.246,5.02e-05,0.201,0.587,97.481,2CshODtf7iwe3pKlPmEWF5,162648,4,11.0,0.0,audio_features
736,0.752,0.56,-5.375,0.122,0.295,0,0.114,0.848,120.015,035MzEbx4z2DxuRDymHXbv,245959,4,11.0,1.0,audio_features
737,0.822,0.32,-8.184,0.139,0.425,0.000101,0.121,0.311,119.983,3ria9Axw5mheRAOoP9bnof,208038,4,8.0,1.0,audio_features
738,0.877,0.229,-15.385,0.553,0.0981,0,0.139,0.336,134.991,7idI4LLo9LVLqrvvzhSj3n,142838,4,1.0,1.0,audio_features
739,0.636,0.605,-9.718,0.151,0.128,0,0.138,0.537,149.954,1X1dy95bo2OirAmMkBIwkS,185678,4,0.0,1.0,audio_features
740,0.59,0.874,-6.724,0.068,0.0154,1.68e-06,0.947,0.465,126.999,7Ee6XgP8EHKDhTMYLIndu9,304536,4,9.0,1.0,audio_features
741,0.566,0.85,-4.431,0.0599,0.0663,0,0.319,0.722,117.048,0GWNtMohuYUEHVZ40tcnHF,238987,4,6.0,0.0,audio_features
742,0.702,0.744,-8.41,0.0427,0.00922,0.841,0.23,0.197,134.963,0iTrYSvCB4NDvQR3DsFt6T,110125,4,7.0,0.0,audio_features
743,0.576,0.143,-12.79,0.0419,0.712,0.000164,0.14,0.214,115.806,64lQdlm7FlF0AYZsRaZlBP,246987,3,0.0,1.0,audio_features
744,0.721,0.541,-8.924,0.12,0.528,0,0.13,0.616,153.919,4ztdjZ2t7BVo5DLIFQBdJh,158133,4,2.0,0.0,audio_features
745,0.683,0.875,-4.866,0.0549,0.0115,0,0.084,0.384,122.002,70t7Q6AYG6ZgTYmJWcnkUM,183853,4,4.0,0.0,audio_features
746,0.479,0.898,-4.809,0.169,0.0134,0,0.297,0.639,151.99,12usPU2WnqgCHAW1EK2dfd,196467,4,1.0,1.0,audio_features
747,0.57,0.756,-3.394,0.0257,0.0497,0,0.33,0.72,91.972,5FQ77Cl1ndljtwwImdtjMy,186043,4,5.0,1.0,audio_features
748,0.645,0.735,-4.719,0.0475,0.0438,0,0.415,0.112,146.085,1wfYQIXAzt300l6i1aYiNS,319190,4,2.0,1.0,audio_features
749,0.48,0.199,-12.398,0.0329,0.931,0.0563,0.0978,0.201,165.476,1XTY6rA7XQosc0ynkkE9kN,221510,4,6.0,1.0,audio_features
750,0.649,0.844,-4.352,0.0335,0.0518,0,0.106,0.542,120.972,7Ez0QMtgIQ60BOHGHh3yPc,157800,4,8.0,1.0,audio_features
751,0.544,0.826,-3.848,0.0288,0.0631,1.46e-05,0.113,0.596,142.029,2ewSCWOL7EAjgmgqfI1UlS,205579,4,1.0,1.0,audio_features
752,0.445,0.969,-3.37,0.338,0.00981,0,0.851,0.225,143.887,0zPlzJewGJ8iIxia2bEWDN,155028,4,10.0,0.0,audio_features
753,0.549,0.584,-3.976,0.147,0.301,0,0.109,0.594,179.839,0NnbCdowqhKtgtNEQ9oeBX,183667,3,7.0,1.0,audio_features
754,0.143,0.000116,-37.894,0.0916,0.851,0.973,0.109,0,140.571,1fSln3JhzB7Asdi83JTvPa,153143,5,0.0,1.0,audio_features
755,0.399,0.994,-2.923,0.116,0.000416,0.000501,0.251,0.417,180.052,1vJmd8YIIAz6XQ9GHlUr5p,164845,4,1.0,1.0,audio_features
756,0.797,0.743,-6.005,0.174,0.164,1.2e-06,0.164,0.768,114.878,0k0GtcnyQLMiXrdEDbLXmJ,146685,4,11.0,1.0,audio_features
757,0.647,0.776,-5.221,0.0514,0.00686,0,0.119,0.268,103.919,7qaMlLPdwNiiU1Uiy1oAdO,162733,4,7.0,1.0,audio_features
758,0.764,0.629,-5.985,0.269,0.0128,0,0.249,0.351,145.046,2p5La0D38fkvhobrC1HRCU,146133,4,1.0,0.0,audio_features
759,0.579,0.556,-6.277,0.0511,0.0214,0,0.0904,0.558,116.943,1bHnRc60O1N0l3PbHjaKyK,216667,4,4.0,0.0,audio_features
760,0.71,0.899,-4.032,0.118,0.0857,0.112,0.189,0.555,162.927,0LzidBf7cUsnZnG34OUPSF,146240,4,11.0,0.0,audio_features
761,0.759,0.646,-7.603,0.12,0.231,0,0.161,0.445,111.043,37CoOXIsgF3NzbK1zHZetk,186067,4,1.0,1.0,audio_features
762,0.809,0.87,-6.356,0.0601,0.376,4.64e-06,0.106,0.903,127.926,1tGGJ4SRZnd2H0E2dV05iM,138560,3,8.0,0.0,audio_features
763,0.617,0.369,-8.078,0.0285,0.22,0.000365,0.11,0.257,73.008,1fOvzFCRA3Ko0ihc2QTE29,184107,4,3.0,1.0,audio_features
764,0.749,0.652,-5.611,0.0575,0.00506,8.92e-06,0.238,0.625,111.945,0Vz146N2GxkVJw4kSGXrNi,179865,4,9.0,1.0,audio_features
765,0.297,0.839,-4.448,0.0848,0.399,0,0.0965,0.303,152.997,2OLaeJRrRjFgLfTsccnzlM,268653,3,7.0,1.0,audio_features
766,0.445,0.797,-5.086,0.0434,0.000227,0,0.363,0.267,135.483,444vevlQjTnKioLLncteGv,205288,4,11.0,0.0,audio_features
767,0.637,0.634,-8.126,0.426,0.174,0,0.149,0.49,178.037,6IEXjer2qbXhRLFv99NQQv,194048,4,2.0,1.0,audio_features
768,0.688,0.821,-6.042,0.07,0.0929,8.46e-05,0.137,0.744,138.049,3CEk3KwDixeCKOVPacup7L,177652,3,9.0,0.0,audio_features
769,0.957,0.677,-3.979,0.292,0.483,0.000438,0.0961,0.469,115.0,16dUQ4quIHDe4ZZ0wF1EMN,198667,4,5.0,0.0,audio_features
770,0.65,0.679,-5.557,0.0477,0.286,0,0.136,0.256,106.059,5KfJvZ0PZzRdwFRaTUDAA7,168600,4,1.0,0.0,audio_features
771,0.724,0.624,-6.242,0.0649,0.00829,0,0.156,0.216,145.99,10QtceSp0oOi9AfEymzTRG,178416,4,1.0,0.0,audio_features
772,0.803,0.708,-6.965,0.0329,0.146,3.84e-05,0.115,0.889,129.936,1PexKCGqX41T01rtTH08YN,174923,3,6.0,1.0,audio_features
773,0.682,0.532,-9.733,0.0424,0.278,0,0.0829,0.479,156.532,1mAfZYkVfwcPuqqPJZ1Opu,256871,4,5.0,1.0,audio_features
774,0.781,0.655,-7.073,0.0457,0.114,0.00249,0.103,0.493,113.031,06Qo2fYR2KS1F7bL338iVT,170995,4,2.0,0.0,audio_features
775,0.795,0.55,-5.704,0.0882,0.123,0,0.0873,0.152,119.975,48rsYvIQXUAtxcmIoStOaM,131493,4,7.0,0.0,audio_features
776,0.757,0.803,-5.71,0.0562,0.0732,0,0.0968,0.785,126.054,2jZlmAzzsdaVZQk9GmJOmb,143661,3,8.0,1.0,audio_features
777,0.816,0.252,-12.593,0.454,0.5,2.26e-06,0.102,0.256,74.981,6TJaoJX8VhptZ0DkcsjWaR,124800,4,1.0,0.0,audio_features
778,0.312,0.229,-11.656,0.0327,0.931,0,0.165,0.239,132.493,6BQPRUFGHsgtNYJxuwhktR,284305,3,2.0,1.0,audio_features
779,0.795,0.875,-4.079,0.0525,0.111,8.94e-05,0.107,0.375,104.008,51vRumtqbkNW9wrKfESwfu,182149,4,4.0,0.0,audio_features
780,0.452,0.247,-13.24,0.033,0.972,0.132,0.0577,0.216,102.412,1o82DwNisONAd2mu1RcGE6,339891,4,9.0,1.0,audio_features
781,0.839,0.502,-8.289,0.12,0.00784,0,0.0741,0.635,136.098,3jbmFRlCmqYOfjKXe1ve82,179118,4,1.0,1.0,audio_features
782,0.816,0.649,-5.12,0.242,0.709,0,0.52,0.686,138.056,3Kh8X9lHztqVBTgw30HbXn,168933,4,0.0,0.0,audio_features
783,0.719,0.756,-4.385,0.0356,0.0272,0,0.191,0.863,126.011,4inPxqHrj9VmjLx5JCDCV4,145441,4,10.0,1.0,audio_features
784,0.346,0.929,-1.494,0.169,0.0153,0,0.125,0.488,156.232,0EvsatxXGGHUxaAlksEeNK,113173,4,1.0,1.0,audio_features
785,0.817,0.851,-3.309,0.0627,0.0351,0,0.232,0.886,127.019,1MB8kTH7VKvAMfL9SHgJmG,215600,4,11.0,0.0,audio_features
786,0.72,0.614,-5.482,0.188,0.0407,0,0.103,0.533,75.44,6dkffLWo31KnXmwCLsgA2K,130227,4,4.0,1.0,audio_features
787,0.523,0.419,-12.465,0.143,0.0876,0,0.155,0.194,110.633,2mexnPoWLPhuA6yocViyge,240483,5,0.0,1.0,audio_features
788,0.765,0.468,-10.343,0.328,0.818,0.00708,0.109,0.347,127.984,5QOBT97OmYCZo1W5u7tRrB,182013,4,11.0,0.0,audio_features
789,0.843,0.794,-4.686,0.0426,0.226,1.22e-06,0.25,0.796,92.998,6k5wiT5l9DK8iZmhvEvoqo,275040,4,1.0,0.0,audio_features
790,0.635,0.624,-7.104,0.0304,0.0022,0.0455,0.188,0.336,119.97,4mxiv6HQfhqgIuN5iOONQd,225426,4,2.0,1.0,audio_features
791,0.637,0.519,-9.042,0.114,0.278,2.11e-05,0.109,0.263,109.795,1dh5DUke1yHJzIF3Sa7nXC,146234,4,10.0,1.0,audio_features
792,0.486,0.899,-4.713,0.0489,0.00115,0,0.102,0.356,169.934,7jvtmQ3onpWeUm7dyFSSSc,183410,4,2.0,1.0,audio_features
793,0.673,0.526,-7.612,0.0677,0.00172,0,0.3,0.303,75.505,5GCU2LJWPzoP8Q6nexs61z,139867,4,8.0,1.0,audio_features
794,0.836,0.54,-8.629,0.327,0.158,0,0.302,0.277,121.979,4Wlz0HsHZlJy0NDK2h6jq6,153392,4,1.0,1.0,audio_features
795,0.632,0.829,-5.153,0.0316,0.34,0,0.136,0.542,124.993,7igdQmBTT2pg6MJ6lsEQRy,176640,4,1.0,0.0,audio_features
796,0.651,0.617,-6.808,0.173,0.218,0,0.294,0.826,143.936,4Dg3WEqGpBbSu4EKjudiwV,193193,3,9.0,0.0,audio_features
797,0.799,0.802,-5.196,0.0371,0.429,0.00128,0.171,0.811,107.008,1s7oOCT8vauUh01PbJD6ps,239318,4,11.0,1.0,audio_features
798,0.807,0.354,-7.554,0.0321,0.15,0.713,0.186,0.602,78.964,0b6xZk9f96N77BfmYWnQNC,155722,4,9.0,1.0,audio_features
799,0.507,0.394,-7.188,0.035,0.508,0,0.0825,0.164,77.955,7AbqgE05nFl9qY4FRUiq2p,167247,4,6.0,0.0,audio_features
800,0.715,0.738,-4.42,0.0577,0.00199,0,0.208,0.36,160.07,1mFpMoeZfkIqtqW2AfQ8ba,162000,4,2.0,1.0,audio_features
801,0.549,0.761,-7.489,0.0269,0.00616,0.826,0.156,0.326,134.026,7ne2hzW4jaU5tacaCI4kJH,227426,4,4.0,1.0,audio_features
802,0.712,0.463,-7.399,0.0797,0.011,2.96e-06,0.301,0.206,131.199,0NZPBYD5qbEWRs3PrGiRkT,156943,4,2.0,1.0,audio_features
803,0.57,0.589,-5.378,0.0488,0.0753,0,0.0582,0.796,182.318,0kzN7YAMSbmlHOvxlbQW9y,190554,4,9.0,1.0,audio_features
804,0.462,0.771,-2.931,0.342,0.0537,0.113,0.401,0.482,170.392,3XOmSRuEEq7rK4XNzWQdyT,171000,4,1.0,0.0,audio_features
805,0.718,0.545,-10.728,0.191,0.221,0.000415,0.0945,0.889,89.337,1JhGcvVRdJoteIf56GkGwf,151487,4,6.0,0.0,audio_features
806,0.558,0.467,-6.292,0.0809,0.611,0,0.105,0.563,100.518,3bNNvJA7hsGw0wSpGkfOBm,175912,4,10.0,1.0,audio_features
807,0.597,0.481,-9.428,0.0534,0.559,0,0.114,0.329,146.999,2PHAwk4AGIF6dLyWpJjiqB,259847,4,10.0,0.0,audio_features
808,0.782,0.767,-5.383,0.0529,0.11,0.00323,0.496,0.548,115.027,6zZWoHlF2zNSLUNLvx4GUl,203216,4,0.0,1.0,audio_features
809,0.574,0.935,-2.783,0.0926,0.112,1.07e-06,0.367,0.836,166.008,7ovUcF5uHTBRzUpB6ZOmvt,213234,4,1.0,1.0,audio_features
810,0.817,0.777,-9.357,0.0606,0.131,0,0.0706,0.798,132.994,7uRN5X32EWKHa5d01CDikL,224089,4,1.0,1.0,audio_features
811,0.473,0.452,-14.238,0.0267,0.0316,0.859,0.119,0.48,79.318,4Rsv5fRmgTH88RLp7xN5sz,177029,4,9.0,1.0,audio_features
812,0.674,0.609,-6.306,0.045,0.461,0,0.328,0.509,116.066,0OEe83mMZ5kaNw5uZQ7ilG,274138,4,2.0,0.0,audio_features
813,0.436,0.409,-4.438,0.0533,0.499,0.000166,0.38,0.363,98.357,2NbsBSshscKIPRG3kwBbfo,160166,3,5.0,1.0,audio_features
814,0.594,0.553,-4.595,0.0273,0.000656,0,0.2,0.209,94.556,6FRiFD0r9Mnv9VFnW4A7wB,131262,4,5.0,0.0,audio_features
815,0.43,0.671,-6.456,0.294,0.66,0,0.512,0.649,77.022,6NWlMpjEXx3u9f5liDGuE5,266848,4,9.0,1.0,audio_features
816,0.71,0.824,-8.212,0.308,0.327,0,0.117,0.179,147.95,4rWVXriWiH9Dqi7SCT9OcB,145554,4,11.0,0.0,audio_features
817,0.835,0.786,-5.292,0.293,0.0446,0,0.0774,0.714,92.831,4xU4XeklG562EnanWzpY3A,146559,4,1.0,0.0,audio_features
818,0.345,0.513,-6.633,0.0553,0.406,0,0.149,0.189,145.298,30QYxvXOJZhGBF6DvpNb8w,233617,4,6.0,1.0,audio_features
819,0.494,0.567,-4.156,0.0334,0.0235,2.4e-06,0.146,0.22,112.011,0MIp9iBm1V41ERxkZnmSUG,218260,3,1.0,1.0,audio_features
820,0.454,0.531,-9.628,0.172,0.18,3.17e-06,0.105,0.107,83.119,0wI9sEQbz9LlI7P1NDutmU,316630,4,1.0,1.0,audio_features
821,0.596,0.651,-4.604,0.0331,0.0971,0,0.279,0.255,73.959,0gWrMbx6pbdH3n3nsLjE55,147819,4,9.0,1.0,audio_features
822,0.471,0.913,-6.727,0.0392,0.178,0.000465,0.44,0.363,90.231,1tuSpba0RXUMubHpAOWlMN,152551,4,10.0,0.0,audio_features
823,0.6,0.567,-7.269,0.033,0.00621,8.73e-06,0.495,0.0951,119.043,4VMRsbfZzd3SfQtaJ1Wpwi,268235,4,9.0,0.0,audio_features
824,0.534,0.409,-9.559,0.0378,0.844,0.000656,0.115,0.243,127.357,1y3CG6thNhG1ndaNW0JuEp,225827,4,7.0,1.0,audio_features
825,0.626,0.535,-4.901,0.0289,0.71,1.76e-06,0.109,0.358,143.851,790xAaylcgzyKm40GM95Gl,145833,3,9.0,0.0,audio_features
826,0.532,0.896,-4.356,0.184,0.00869,0,0.106,0.479,150.06,5KyOUICJIvO0z71MBdPGiX,187311,4,8.0,1.0,audio_features
827,0.283,0.195,-12.154,0.0331,0.947,8.28e-05,0.111,0.319,138.953,0pfpeTGQOWlGp6YUUbBD42,246693,3,1.0,1.0,audio_features
828,0.638,0.761,-9.13,0.399,0.625,0,0.115,0.46,125.907,7ztZP2QP0E3QEGG5NyRpX3,78994,4,4.0,0.0,audio_features
829,0.681,0.719,-5.428,0.455,0.595,0.00112,0.14,0.802,148.931,5oVBCcGv1EX2foIs6X6GRw,128571,5,8.0,0.0,audio_features
830,0.928,0.468,-8.196,0.364,0.328,4.27e-06,0.0986,0.47,96.006,55ZATsjPlTeSTNJOuW90pW,265000,4,2.0,1.0,audio_features
831,0.589,0.901,-4.513,0.0433,0.123,1.18e-05,0.167,0.746,83.878,4Q6LSSmQwn94hioXfvzdbU,189157,4,6.0,1.0,audio_features
832,0.684,0.686,-4.833,0.0287,0.171,0,0.173,0.501,110.476,3vKAQFXRh0lkJdPuS5pclq,259876,4,4.0,1.0,audio_features
833,0.67,0.589,-5.693,0.0873,0.379,0,0.0942,0.628,146.978,60eA3QITW5G2D7Woc11uKc,204325,4,2.0,1.0,audio_features
834,0.426,0.811,-4.622,0.0397,0.00324,2.15e-06,0.122,0.312,179.943,7mhe8marcC1uyu17L5oxyF,144173,3,6.0,1.0,audio_features
835,0.865,0.785,-3.313,0.0483,0.0221,0,0.286,0.836,108.031,2pLZ6tUBapqlngc9lnYz4M,162545,4,1.0,1.0,audio_features
836,0.503,0.549,-7.748,0.314,0.486,0,0.118,0.627,85.701,2VOXLA9TzOAVCjDi7RY5DV,340000,4,1.0,0.0,audio_features
837,0.795,0.678,-7.905,0.0586,0.0398,0.35,0.072,0.788,101.032,7yIIeKUxTpn36X6CFJhgEi,155965,4,11.0,0.0,audio_features
838,0.352,0.628,-6.259,0.0428,0.0264,4.74e-05,0.0952,0.387,140.431,3zXIvb4nZ3cTdT8CsbTy3U,222634,4,1.0,1.0,audio_features
839,0.62,0.64,-7.308,0.0305,0.341,0.00125,0.14,0.409,92.522,6R5fYCySNHrqo4Og6O1ppn,191779,4,7.0,1.0,audio_features
840,0.511,0.625,-7.911,0.0494,0.0504,0.00011,0.311,0.107,118.064,2Gt7fjNlx901pPRkvBiNBZ,500117,4,3.0,0.0,audio_features
841,0.476,0.869,-2.732,0.121,0.00107,0,0.649,0.672,159.966,5NLnV0krXXSIOqL1PyAd1Q,60945,3,1.0,1.0,audio_features
842,0.808,0.634,-6.764,0.172,0.0851,0,0.127,0.569,100.03,4RoKNqyZ9622tcAeNPNv5k,153347,4,2.0,0.0,audio_features
843,0.175,0.00184,-41.3,0.0414,0.994,0.956,0.0989,0.147,73.583,569aPavFjL3WvPwZepX67d,179294,4,10.0,1.0,audio_features
844,0.613,0.146,-11.211,0.0394,0.954,0,0.0857,0.413,117.075,1YxQxV5sKZN1TgVpXl5MLA,210827,4,2.0,1.0,audio_features
845,0.494,0.317,-7.113,0.0298,0.728,0,0.173,0.483,79.535,3Zin1vaMx7PjFWIOBTE4FM,169896,3,6.0,1.0,audio_features
846,0.838,0.369,-10.473,0.213,0.128,1.84e-06,0.101,0.258,141.965,0MZGwYb5mTATbmoi671wEg,136903,4,1.0,0.0,audio_features
847,0.711,0.718,-5.671,0.0994,0.379,0,0.119,0.689,159.953,0p0cOpBujR114Wirv5AM7W,173991,4,1.0,1.0,audio_features
848,0.718,0.726,-5.91,0.0403,0.0889,0,0.294,0.925,142.986,1EZk1gal98tb4lNI862KzO,188075,3,7.0,0.0,audio_features
849,0.636,0.592,-5.025,0.0285,0.127,0,0.134,0.266,120.058,7cRggVoZ18mmvIN2EcSQ3J,214799,3,11.0,1.0,audio_features
850,0.767,0.745,-5.338,0.0449,0.101,0,0.192,0.842,107.984,3G7MgLuWLzUJQflWOCDZit,188733,4,10.0,1.0,audio_features
851,0.724,0.919,-4.303,0.0574,0.0267,0.781,0.109,0.854,126.069,6ErDe47NGUuUCEEFSA7vfX,175238,4,2.0,1.0,audio_features
852,0.496,0.593,-5.154,0.0285,0.0476,0,0.0909,0.177,91.038,0LbZLBBZI1NfaDgb4dx0UD,185933,4,4.0,1.0,audio_features
853,0.586,0.595,-7.851,0.127,0.459,0.00681,0.254,0.256,81.405,6HexNTb392JS071DoTGo0y,319493,4,6.0,1.0,audio_features
854,0.873,0.252,-13.884,0.0425,0.766,0.00661,0.0978,0.599,133.983,3oUn55qKRZ1JFzfQNbJjS1,136888,4,2.0,1.0,audio_features
855,0.293,0.576,-12.365,0.119,0.459,0,0.123,0.544,156.142,50kWigrg0O9DFUzzbgJMZO,229562,4,1.0,0.0,audio_features
856,0.444,0.629,-4.435,0.0318,0.00544,0,0.271,0.376,134.931,7hZTywPKMdVjJzwdWu11BK,200347,3,9.0,1.0,audio_features
857,0.666,0.507,-6.867,0.065,0.775,0,0.0988,0.801,117.12,7ibpNcYxrstM16ehN7OwbK,182347,4,9.0,1.0,audio_features
858,0.758,0.908,-2.652,0.113,0.0768,0,0.257,0.572,130.012,5EtiQveQFQy0R05hLVDyKv,184653,4,5.0,0.0,audio_features
859,0.861,0.496,-5.537,0.0357,0.382,2.57e-06,0.107,0.543,116.008,6w9GrSUaQQIaMBYtabge7p,192693,4,4.0,0.0,audio_features
860,0.567,0.524,-5.537,0.0296,0.428,0,0.0963,0.129,77.076,4QzoBae05AxedOwsC8cqlh,190540,4,0.0,1.0,audio_features
861,0.564,0.823,-5.319,0.0297,0.214,0,0.432,0.472,132.113,7pvy3nhtBIQUakHS4OjFqB,173636,4,10.0,0.0,audio_features
862,0.604,0.695,-7.56,0.0355,0.5,1.79e-05,0.112,0.306,77.447,7AFApnZCpYBlq2R2lpVfUb,192052,4,8.0,1.0,audio_features
863,0.833,0.848,-3.703,0.222,0.069,0,0.335,0.934,160.114,0aoLgGE9S9qMjIGtTgpnNd,120016,4,6.0,1.0,audio_features
864,0.633,0.454,-8.016,0.0875,0.739,0,0.148,0.282,74.828,54bg1e6ABcZfpU3yzwxnPf,179560,4,9.0,0.0,audio_features
